"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/Character/MainChar/Mesh/fesadam/cape.cape","0","68","5","1","42.558788","0","373"
"/Game/Character/MainChar/Mesh/fesadam/fes.fes","0","130","8","1","54.819534","0","2531"
"/Game/Character/MainChar/Mesh/fesadam/mrpull.mrpull","0","24","10","1","9.572454","0","68"
"/Game/Character/MainChar/Mesh/silah/silahmat.silahmat","0","12","12","1","5.593531","0","14"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/M_smoke_subUV_blackbody.M_smoke_subUV_blackbody","0","0","24","1","0.000000","0","0"
"/Game/Character/MainChar/Mesh/silah/Bronze.Bronze","0","12","12","1","5.878921","0","20"
"/Engine/MapTemplates/Materials/BasicAsset03.BasicAsset03","0","21","5","1","10.086810","0","57"
"/Game/SideScrollerBP/BuildFiles/Materials/armadillomat/Material.Material","0","58","4","1","18.959723","0","294"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/SideScrollerBP/BuildFiles/Materials/mainmat.mainmat","0","76","9","1","25.966246","0","416"
"/Game/SideScrollerBP/BuildFiles/Materials/NewMaterial.NewMaterial","0","19","8","1","4.042994","0","56"
"/Game/SideScrollerBP/BuildFiles/Materials/Glass.Glass","0","42","2","1","21.848957","0","150"
"/Game/SideScrollerBP/BuildFiles/Materials/shroommat/Material_017.Material_017","0","30","11","1","11.216564","0","83"
"/Game/SideScrollerBP/Blueprints/Enemy/omurcekmat.omurcekmat","0","58","10","1","19.165176","0","259"
"/Game/SideScrollerBP/BuildFiles/Materials/firstaid.firstaid","0","12","12","1","5.957613","0","22"
"/Game/SideScrollerBP/BuildFiles/Materials/rockmat.rockmat","0","43","4","1","17.478254","0","160"
"/Game/SideScrollerBP/BuildFiles/Materials/PlatformOpacityMAT.PlatformOpacityMAT","0","28","10","1","13.329332","0","88"
"/Game/SideScrollerBP/BuildFiles/Materials/LED_secreen.LED_secreen","0","21","2","1","11.007918","0","54"
"/Game/SideScrollerBP/BuildFiles/Materials/labmat.labmat","0","21","3","1","10.303184","0","55"
"/Game/SideScrollerBP/spaceship/testuvmaterial.testuvmaterial","0","76","10","1","25.352112","0","416"
"/Game/SideScrollerBP/BuildFiles/Materials/NewMaterial_2.NewMaterial_2","0","19","10","1","4.156417","0","56"
"/Game/Character/MainChar/Mesh/silah/Brass.Brass","0","12","12","1","6.801293","0","14"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","156","2","0.000000","0","0"
